River,Filter_Type,Volume_filtered_ml,Cq,Run_ID,Sample_ID,Tech Rep
Fu,Sterivex,300,33.40305008,6,Fu I_4,3
Fu,Sterivex,300,33.899134689999997,6,Fu I_4,4
Fu,Sterivex,300,33.45659173,6,Fu I_4,5
Fu,Sterivex,300,32.2966129,6,Fu II_4,1
Fu,Sterivex,300,32.303640590000001,6,Fu II_4,2
Fu,Sterivex,300,32.532506390000002,6,Fu II_4,3
Fu,Sterivex,300,32.910247720000001,6,Fu II_4,4
Fu,Sterivex,300,32.420924560000003,6,Fu II_4,5
Fu,Sterivex,600,30.681455190000001,6,Fu V_1,1
Fu,Sterivex,600,31.073384010000002,6,Fu V_1,2
Fu,Sterivex,600,30.98318154,6,Fu V_1,3
Fu,Sterivex,600,30.747573559999999,6,Fu V_1,4
Fu,Sterivex,600,30.857400980000001,6,Fu V_1,5
Fu,Sterivex,600,33.108993849999997,6,Fu VI_1,1
Fu,Sterivex,600,32.92700086,6,Fu VI_1,2
Fu,Sterivex,600,33.331087420000003,6,Fu VI_1,3
Fu,Sterivex,600,33.103862990000003,6,Fu VI_1,4
Fu,Sterivex,600,33.362044480000002,6,Fu VI_1,5
Wi RON,Sterivex,300,NA,6,Wi RON I_1,1
Wi RON,Sterivex,300,NA,6,Wi RON I_1,2
Wi RON,Sterivex,300,NA,6,Wi RON II_1,1
Wi RON,Sterivex,300,NA,6,Wi RON II_1,2
Wi RON,Sterivex,300,NA,6,Wi RON II_1,3
Wi RON,Sterivex,300,NA,6,Wi RON II_1,4
Wi RON,Sterivex,300,NA,6,Wi RON II_1,5
Wi RON,Sterivex,300,NA,7,Wi RON I_2,1
Wi RON,Sterivex,300,NA,7,Wi RON I_2,2
Wi RON,Sterivex,300,NA,7,Wi RON I_2,3
Wi RON,Sterivex,300,NA,7,Wi RON I_2,4
Wi RON,Sterivex,300,NA,7,Wi RON I_2,5
Wi RON,Sterivex,300,NA,7,Wi RON II_2,1
Wi RON,Sterivex,300,NA,7,Wi RON II_2,2
Wi RON,Sterivex,300,NA,7,Wi RON II_2,3
Wi RON,Sterivex,300,NA,7,Wi RON I_3,1
Wi RON,Sterivex,300,NA,7,Wi RON I_3,2
Wi RON,Sterivex,300,NA,7,Wi RON I_3,3
Wi RON,Sterivex,300,NA,7,Wi RON I_3,4
Wi RON,Sterivex,300,NA,7,Wi RON I_3,5
Wi RON,Sterivex,300,35.534280520000003,7,Wi RON II_3,1
Wi RON,Sterivex,300,36.193382210000003,7,Wi RON II_3,2
Wi RON,Sterivex,300,36.59287123,7,Wi RON II_3,3
Wi RON,Sterivex,300,36.248868520000002,7,Wi RON II_3,4
Wi RON,Sterivex,300,38.119465769999998,7,Wi RON II_3,5
Wi RON,Sterivex,300,NA,7,Wi RON I_4,1
Wi RON,Sterivex,300,NA,7,Wi RON I_4,2
Wi RON,Sterivex,300,NA,7,Wi RON I_4,3
Wi RON,Sterivex,300,NA,7,Wi RON I_4,4
Wi RON,Sterivex,300,NA,7,Wi RON I_4,5
Wi RON,Sterivex,300,NA,7,Wi RON II_4,1
Wi RON,Sterivex,300,NA,7,Wi RON II_4,2
Wi RON,Sterivex,300,NA,7,Wi RON II_4,3
Wi RON,Sterivex,300,NA,7,Wi RON II_4,4
Wi RON,Sterivex,300,NA,7,Wi RON II_4,5
Wi RON,Sterivex,600,NA,7,Wi RON V_1,1
Wi RON,Sterivex,600,NA,7,Wi RON V_1,2
Wi RON,Sterivex,600,NA,7,Wi RON V_1,3
Wi RON,Sterivex,600,NA,7,Wi RON V_1,4
Wi RON,Sterivex,600,NA,7,Wi RON V_1,5
Wi RON,Sterivex,600,NA,8,Wi RON VI_1,1
Wi RON,Sterivex,600,NA,8,Wi RON VI_1,2
Wi RON,Sterivex,600,NA,8,Wi RON VI_1,3
Wi RON,Sterivex,600,NA,8,Wi RON VI_1,4
Wi RON,Sterivex,600,NA,8,Wi RON VI_1,5
Wi ROT,Sterivex,300,34.328117339999999,8,Wi ROT I_1,1
Wi ROT,Sterivex,300,34.491679480000002,8,Wi ROT II_1,1
Wi ROT,Sterivex,300,33.756491799999999,8,Wi ROT II_1,2
Wi ROT,Sterivex,300,34.014557979999999,8,Wi ROT II_1,3
Wi ROT,Sterivex,300,33.90597073,8,Wi ROT II_1,4
Wi ROT,Sterivex,300,NA,8,Wi ROT I_2,1
Wi ROT,Sterivex,300,NA,8,Wi ROT I_2,2
Wi ROT,Sterivex,300,NA,8,Wi ROT I_2,3
Wi ROT,Sterivex,300,NA,8,Wi ROT I_2,4
Wi ROT,Sterivex,300,NA,8,Wi ROT I_2,5
Wi ROT,Sterivex,300,NA,8,Wi ROT II_2,1
Wi ROT,Sterivex,300,NA,8,Wi ROT II_2,2
Wi ROT,Sterivex,300,NA,8,Wi ROT II_2,3
Wi ROT,Sterivex,300,NA,8,Wi ROT II_2,4
Wi ROT,Sterivex,300,NA,8,Wi ROT II_2,5
Wi ROT,Sterivex,300,36.074824769999999,8,Wi ROT I_3,1
Wi ROT,Sterivex,300,35.265287890000003,8,Wi ROT I_3,2
Wi ROT,Sterivex,300,37.16943938,8,Wi ROT I_3,3
Wi ROT,Sterivex,300,35.816370630000002,8,Wi ROT I_3,4
Wi ROT,Sterivex,300,35.61254271,8,Wi ROT II_3,1
Wi ROT,Sterivex,300,37.909691420000001,8,Wi ROT II_3,2
Wi ROT,Sterivex,300,35.78136611,8,Wi ROT II_3,3
Wi ROT,Sterivex,300,35.576136849999997,8,Wi ROT II_3,4
Wi ROT,Sterivex,300,36.481673020000002,8,Wi ROT II_3,5
Wi ROT,Sterivex,300,NA,9,Wi ROT I_4,1
Wi ROT,Sterivex,300,NA,9,Wi ROT I_4,2
Wi ROT,Sterivex,300,NA,9,Wi ROT I_4,3
Wi ROT,Sterivex,300,NA,9,Wi ROT I_4,4
Wi ROT,Sterivex,300,NA,9,Wi ROT I_4,5
Wi ROT,Sterivex,300,NA,9,Wi ROT II_4,1
Wi ROT,Sterivex,300,NA,9,Wi ROT II_4,2
Wi ROT,Sterivex,300,NA,9,Wi ROT II_4,3
Wi ROT,Sterivex,300,NA,9,Wi ROT II_4,4
Wi ROT,Sterivex,300,NA,9,Wi ROT II_4,5
Wi ROT,Sterivex,600,37.350469949999997,9,Wi ROT V_1,1
Wi ROT,Sterivex,600,38.352369189999997,9,Wi ROT V_1,2
Wi ROT,Sterivex,600,36.627973709999999,9,Wi ROT V_1,3
Wi ROT,Sterivex,600,36.618229479999997,9,Wi ROT V_1,4
Wi ROT,Sterivex,600,36.227554640000001,9,Wi ROT V_1,5
Wi ROT,Sterivex,600,34.099821730000002,9,Wi ROT VI_1,1
Wi ROT,Sterivex,600,33.899960659999998,9,Wi ROT VI_1,2
Wi ROT,Sterivex,600,34.369132829999998,9,Wi ROT VI_1,3
Wi ROT,Sterivex,600,34.28409808,9,Wi ROT VI_1,4
Wi ROT,Sterivex,600,33.704552589999999,9,Wi ROT VI_1,5
NA,NA,NA,24.449776069999999,1,1000 copies/ul,NA
NA,NA,NA,24.537263630000002,1,1000 copies/ul,NA
NA,NA,NA,28.157582529999999,1,100 copies/ul,NA
NA,NA,NA,27.942521249999999,1,100 copies/ul,NA
NA,NA,NA,31.393798990000001,1,10 copies/ul,NA
NA,NA,NA,31.445412869999998,1,10 copies/ul,NA
NA,NA,NA,35.574857600000001,1,1 copy/ul,NA
NA,NA,NA,33.997712790000001,1,1 copy/ul,NA
NA,NA,NA,24.532931949999998,2,1000 copies/ul,NA
NA,NA,NA,24.6187957,2,1000 copies/ul,NA
NA,NA,NA,28.024579330000002,2,100 copies/ul,NA
NA,NA,NA,27.922933409999999,2,100 copies/ul,NA
NA,NA,NA,31.276971639999999,2,10 copies/ul,NA
NA,NA,NA,31.427682189999999,2,10 copies/ul,NA
NA,NA,NA,35.070419299999998,2,1 copy/ul,NA
NA,NA,NA,34.962662729999998,2,1 copy/ul,NA
NA,NA,NA,24.454736990000001,3,1000 copies/ul,NA
NA,NA,NA,24.590641389999998,3,1000 copies/ul,NA
NA,NA,NA,28.07393695,3,100 copies/ul,NA
NA,NA,NA,27.9974053,3,100 copies/ul,NA
NA,NA,NA,31.325146499999999,3,10 copies/ul,NA
NA,NA,NA,31.436439159999999,3,10 copies/ul,NA
NA,NA,NA,34.500899850000003,3,1 copies/ul,NA
NA,NA,NA,35.128046500000004,3,1 copies/ul,NA
NA,NA,NA,24.557744280000001,4,1000 copies/ul,NA
NA,NA,NA,24.839512410000001,4,1000 copies/ul,NA
NA,NA,NA,28.159279000000002,4,100 copies/ul,NA
NA,NA,NA,28.094843709999999,4,100 copies/ul,NA
NA,NA,NA,31.454468299999998,4,10 copies/ul,NA
NA,NA,NA,31.482790210000001,4,10 copies/ul,NA
NA,NA,NA,35.23473319,4,1 copies/ul,NA
NA,NA,NA,35.138673390000001,4,1 copies/ul,NA
NA,NA,NA,23.54822424,5,1000 copies/ul,NA
NA,NA,NA,23.530289310000001,5,1000 copies/ul,NA
NA,NA,NA,27.14412081,5,100 copies/ul,NA
NA,NA,NA,27.289182690000001,5,100 copies/ul,NA
NA,NA,NA,30.311869349999998,5,10 copies/ul,NA
NA,NA,NA,30.52309782,5,10 copies/ul,NA
NA,NA,NA,33.524282669999998,5,1 copies/ul,NA
NA,NA,NA,33.826437669999997,5,1 copies/ul,NA
NA,NA,NA,24.398793380000001,6,1000 copies/ul,NA
NA,NA,NA,24.451890880000001,6,1000 copies/ul,NA
NA,NA,NA,27.726449559999999,6,100 copies/ul,NA
NA,NA,NA,27.789092119999999,6,100 copies/ul,NA
NA,NA,NA,31.13220205,6,10 copies/ul,NA
NA,NA,NA,31.195954010000001,6,10 copies/ul,NA
NA,NA,NA,34.403282590000003,6,1 copies/ul,NA
NA,NA,NA,34.085052740000002,6,1 copies/ul,NA
NA,NA,NA,24.461794449999999,7,1000 copies/ul,NA
NA,NA,NA,24.76876004,7,1000 copies/ul,NA
NA,NA,NA,28.039097099999999,7,100 copies/ul,NA
NA,NA,NA,27.93677323,7,100 copies/ul,NA
NA,NA,NA,31.283379750000002,7,10 copies/ul,NA
NA,NA,NA,31.296543360000001,7,10 copies/ul,NA
NA,NA,NA,35.382739010000002,7,1 copies/ul,NA
NA,NA,NA,34.545872809999999,7,1 copies/ul,NA
NA,NA,NA,24.537586009999998,8,1000 copies/ul,NA
NA,NA,NA,24.675819740000001,8,1000 copies/ul,NA
NA,NA,NA,28.45044579,8,100 copies/ul,NA
NA,NA,NA,28.420466449999999,8,100 copies/ul,NA
NA,NA,NA,31.35329561,8,10 copies/ul,NA
NA,NA,NA,31.415183379999998,8,10 copies/ul,NA
NA,NA,NA,34.823397149999998,8,1 copies/ul,NA
NA,NA,NA,34.93510423,8,1 copies/ul,NA
NA,NA,NA,24.54862992,9,1000 copies/ul,NA
NA,NA,NA,24.901661910000001,9,1000 copies/ul,NA
NA,NA,NA,28.24226444,9,100 copies/ul,NA
NA,NA,NA,28.204721960000001,9,100 copies/ul,NA
NA,NA,NA,31.29451744,9,10 copies/ul,NA
NA,NA,NA,31.50091067,9,10 copies/ul,NA
NA,NA,NA,35.061379760000001,9,1 copies/ul,NA
NA,NA,NA,35.398011050000001,9,1 copies/ul,NA
NA,NA,NA,24.338116629999998,10,1000 copies/ul,NA
NA,NA,NA,24.420637500000002,10,1000 copies/ul,NA
NA,NA,NA,28.035406869999999,10,100 copies/ul,NA
NA,NA,NA,28.012923499999999,10,100 copies/ul,NA
NA,NA,NA,31.04770272,10,10 copies/ul,NA
NA,NA,NA,31.09651371,10,10 copies/ul,NA
NA,NA,NA,34.533911340000003,10,1 copies/ul,NA
NA,NA,NA,34.458693289999999,10,1 copies/ul,NA
NA,NA,NA,24.57072617,11,1000 copies/ul,NA
NA,NA,NA,24.664554469999999,11,1000 copies/ul,NA
NA,NA,NA,28.15174361,11,100 copies/ul,NA
NA,NA,NA,28.14992341,11,100 copies/ul,NA
NA,NA,NA,31.253985790000002,11,10 copies/ul,NA
NA,NA,NA,31.36138133,11,10 copies/ul,NA
NA,NA,NA,35.044867420000003,11,1 copies/ul,NA
NA,NA,NA,34.913518430000003,11,1 copies/ul,NA
NA,NA,NA,24.504091630000001,12,1000 copies/ul,NA
NA,NA,NA,24.69405901,12,1000 copies/ul,NA
NA,NA,NA,28.11005729,12,100 copies/ul,NA
NA,NA,NA,28.113983130000001,12,100 copies/ul,NA
NA,NA,NA,31.408456619999999,12,10 copies/ul,NA
NA,NA,NA,31.229884460000001,12,10 copies/ul,NA
NA,NA,NA,35.13450564,12,1 copies/ul,NA
NA,NA,NA,35.099879360000003,12,1 copies/ul,NA
NA,NA,NA,24.29390145,13,1000 copies/ul,NA
NA,NA,NA,24.20768232,13,1000 copies/ul,NA
NA,NA,NA,27.861135279999999,13,100 copies/ul,NA
NA,NA,NA,27.746491110000001,13,100 copies/ul,NA
NA,NA,NA,31.179243509999999,13,10 copies/ul,NA
NA,NA,NA,31.260461930000002,13,10 copies/ul,NA
NA,NA,NA,34.556146830000003,13,1 copies/ul,NA
NA,NA,NA,34.55318561,13,1 copies/ul,NA
NA,NA,NA,24.34851999,14,1000 copies/ul,NA
NA,NA,NA,24.548114309999999,14,1000 copies/ul,NA
NA,NA,NA,28.074850359999999,14,100 copies/ul,NA
NA,NA,NA,27.96292832,14,100 copies/ul,NA
NA,NA,NA,31.22774794,14,10 copies/ul,NA
NA,NA,NA,31.405456829999999,14,10 copies/ul,NA
NA,NA,NA,34.361545649999996,14,1 copies/ul,NA
NA,NA,NA,34.46430136,14,1 copies/ul,NA
NA,NA,NA,24.481195540000002,15,1000 copies/ul,NA
NA,NA,NA,24.536621230000002,15,1000 copies/ul,NA
NA,NA,NA,28.15910701,15,100 copies/ul,NA
NA,NA,NA,28.150739699999999,15,100 copies/ul,NA
NA,NA,NA,31.216747210000001,15,10 copies/ul,NA
NA,NA,NA,31.14927552,15,10 copies/ul,NA
NA,NA,NA,34.411686690000003,15,1 copies/ul,NA
NA,NA,NA,34.476001320000002,15,1 copies/ul,NA
NA,NA,NA,24.40781771,16,1000 copies/ul,NA
NA,NA,NA,24.49038423,16,1000 copies/ul,NA
NA,NA,NA,28.052258510000001,16,100 copies/ul,NA
NA,NA,NA,28.030298720000001,16,100 copies/ul,NA
NA,NA,NA,31.142079939999999,16,10 copies/ul,NA
NA,NA,NA,31.174735040000002,16,10 copies/ul,NA
NA,NA,NA,34.30286177,16,1 copies/ul,NA
NA,NA,NA,35.472728289999999,16,1 copies/ul,NA
NA,NA,NA,23.934472920000001,17,1000 copies/ul,NA
NA,NA,NA,23.761530910000001,17,1000 copies/ul,NA
NA,NA,NA,27.217813599999999,17,100 copies/ul,NA
NA,NA,NA,27.16141605,17,100 copies/ul,NA
NA,NA,NA,30.59001958,17,10 copies/ul,NA
NA,NA,NA,30.660115059999999,17,10 copies/ul,NA
NA,NA,NA,33.802457750000002,17,1 copies/ul,NA
NA,NA,NA,33.563986450000002,17,1 copies/ul,NA
NA,NA,NA,24.330270259999999,18,1000 copies/ul,NA
NA,NA,NA,24.454693460000001,18,1000 copies/ul,NA
NA,NA,NA,28.14729109,18,100 copies/ul,NA
NA,NA,NA,27.843294409999999,18,100 copies/ul,NA
NA,NA,NA,31.311830759999999,18,10 copies/ul,NA
NA,NA,NA,31.319286959999999,18,10 copies/ul,NA
NA,NA,NA,34.597683240000002,18,1 copies/ul,NA
NA,NA,NA,34.578744559999997,18,1 copies/ul,NA
